Year,ID,Location,Station,Month,Inches of Precipitation
2009,KRVN2,KINGS RIVER VALLEY,BLACK ROCK DESERT,MAR,0.41
2009,KRVN2,KINGS RIVER VALLEY,BLACK ROCK DESERT,APR,0.41
2009,KRVN2,KINGS RIVER VALLEY,BLACK ROCK DESERT,MAY,1.16
2009,KRVN2,KINGS RIVER VALLEY,BLACK ROCK DESERT,JUN,2.36
2009,KRVN2,KINGS RIVER VALLEY,BLACK ROCK DESERT,JUL,0
2009,KRVN2,KINGS RIVER VALLEY,BLACK ROCK DESERT,AUG,
2009,KRVN2,KINGS RIVER VALLEY,BLACK ROCK DESERT,SEP,0.05
2009,LCRN2,LEONARD CREEK RANCH,BLACK ROCK DESERT,OCT,0.4
2009,LCRN2,LEONARD CREEK RANCH,BLACK ROCK DESERT,NOV,1.58
2009,LCRN2,LEONARD CREEK RANCH,BLACK ROCK DESERT,DEC,1.03
2009,LCRN2,LEONARD CREEK RANCH,BLACK ROCK DESERT,JAN,0.8
2009,LCRN2,LEONARD CREEK RANCH,BLACK ROCK DESERT,FEB,0.35
2009,LCRN2,LEONARD CREEK RANCH,BLACK ROCK DESERT,MAR,0.49
2009,LCRN2,LEONARD CREEK RANCH,BLACK ROCK DESERT,APR,0.68
2009,LCRN2,LEONARD CREEK RANCH,BLACK ROCK DESERT,MAY,1.38
2009,LCRN2,LEONARD CREEK RANCH,BLACK ROCK DESERT,JUN,2.44
2009,LCRN2,LEONARD CREEK RANCH,BLACK ROCK DESERT,JUL,
2009,LCRN2,LEONARD CREEK RANCH,BLACK ROCK DESERT,AUG,0
2009,LCRN2,LEONARD CREEK RANCH,BLACK ROCK DESERT,SEP,0
2009,MCDN2,MCDERMITT,BLACK ROCK DESERT,OCT,0.15
2009,MCDN2,MCDERMITT,BLACK ROCK DESERT,NOV,0.86
2009,MCDN2,MCDERMITT,BLACK ROCK DESERT,DEC,0.72
2009,MCDN2,MCDERMITT,BLACK ROCK DESERT,JAN,0.63
2009,MCDN2,MCDERMITT,BLACK ROCK DESERT,FEB,0.5
2009,MCDN2,MCDERMITT,BLACK ROCK DESERT,MAR,0.68
2009,MCDN2,MCDERMITT,BLACK ROCK DESERT,APR,0.73
2009,MCDN2,MCDERMITT,BLACK ROCK DESERT,MAY,1.01
2009,MCDN2,MCDERMITT,BLACK ROCK DESERT,JUN,3.45
2009,MCDN2,MCDERMITT,BLACK ROCK DESERT,JUL,0.06
2009,MCDN2,MCDERMITT,BLACK ROCK DESERT,AUG,0.47
2009,MCDN2,MCDERMITT,BLACK ROCK DESERT,SEP,0.11
2009,ORVN2,OROVADA 4WSW,BLACK ROCK DESERT,OCT,0.47
2009,ORVN2,OROVADA 4WSW,BLACK ROCK DESERT,NOV,1.01
2009,ORVN2,OROVADA 4WSW,BLACK ROCK DESERT,DEC,1.2
2009,ORVN2,OROVADA 4WSW,BLACK ROCK DESERT,JAN,1.51
2009,ORVN2,OROVADA 4WSW,BLACK ROCK DESERT,FEB,0.48
2009,ORVN2,OROVADA 4WSW,BLACK ROCK DESERT,MAR,0.64
2009,ORVN2,OROVADA 4WSW,BLACK ROCK DESERT,APR,1.29
2009,ORVN2,OROVADA 4WSW,BLACK ROCK DESERT,MAY,0.89
2009,ORVN2,OROVADA 4WSW,BLACK ROCK DESERT,JUN,3.47
2009,ORVN2,OROVADA 4WSW,BLACK ROCK DESERT,JUL,0.29
2009,ORVN2,OROVADA 4WSW,BLACK ROCK DESERT,AUG,0.41
2009,ORVN2,OROVADA 4WSW,BLACK ROCK DESERT,SEP,0.16
2009,ARTN2,ARTHUR 4NW,CENTRAL NEVADA DESERT,OCT,0.58
2009,ARTN2,ARTHUR 4NW,CENTRAL NEVADA DESERT,NOV,
2009,ARTN2,ARTHUR 4NW,CENTRAL NEVADA DESERT,DEC,
2009,ARTN2,ARTHUR 4NW,CENTRAL NEVADA DESERT,JAN,
2009,ARTN2,ARTHUR 4NW,CENTRAL NEVADA DESERT,FEB,0.62
2009,ARTN2,ARTHUR 4NW,CENTRAL NEVADA DESERT,MAR,0.3
2009,ARTN2,ARTHUR 4NW,CENTRAL NEVADA DESERT,APR,0.81
2009,ARTN2,ARTHUR 4NW,CENTRAL NEVADA DESERT,MAY,0.87
2009,ARTN2,ARTHUR 4NW,CENTRAL NEVADA DESERT,JUN,3.07
2009,ARTN2,ARTHUR 4NW,CENTRAL NEVADA DESERT,JUL,0.15
2009,ARTN2,ARTHUR 4NW,CENTRAL NEVADA DESERT,AUG,0.31
2009,ARTN2,ARTHUR 4NW,CENTRAL NEVADA DESERT,SEP,0.49
2009,BLEN2,BLUE EAGLE RANCH,CENTRAL NEVADA DESERT,OCT,0.27
2009,BLEN2,BLUE EAGLE RANCH,CENTRAL NEVADA DESERT,NOV,1.21
2009,BLEN2,BLUE EAGLE RANCH,CENTRAL NEVADA DESERT,DEC,0.28
2009,BLEN2,BLUE EAGLE RANCH,CENTRAL NEVADA DESERT,JAN,0.4
2009,BLEN2,BLUE EAGLE RANCH,CENTRAL NEVADA DESERT,FEB,0.99
2009,BLEN2,BLUE EAGLE RANCH,CENTRAL NEVADA DESERT,MAR,0.3
2009,BLEN2,BLUE EAGLE RANCH,CENTRAL NEVADA DESERT,APR,1.05
2009,BLEN2,BLUE EAGLE RANCH,CENTRAL NEVADA DESERT,MAY,0.13
2009,BLEN2,BLUE EAGLE RANCH,CENTRAL NEVADA DESERT,JUN,1.14
2009,BLEN2,BLUE EAGLE RANCH,CENTRAL NEVADA DESERT,JUL,0.66
2009,BLEN2,BLUE EAGLE RANCH,CENTRAL NEVADA DESERT,AUG,0.55
2009,BLEN2,BLUE EAGLE RANCH,CENTRAL NEVADA DESERT,SEP,0.15
2009,DYRN2,DYER,CENTRAL NEVADA DESERT,OCT,0
2009,DYRN2,DYER,CENTRAL NEVADA DESERT,NOV,0.38
2009,DYRN2,DYER,CENTRAL NEVADA DESERT,DEC,3.1
2009,DYRN2,DYER,CENTRAL NEVADA DESERT,JAN,0.03
2009,DYRN2,DYER,CENTRAL NEVADA DESERT,FEB,1.23
2009,DYRN2,DYER,CENTRAL NEVADA DESERT,MAR,0
2009,DYRN2,DYER,CENTRAL NEVADA DESERT,APR,0.35
2009,DYRN2,DYER,CENTRAL NEVADA DESERT,MAY,0.05
2009,DYRN2,DYER,CENTRAL NEVADA DESERT,JUN,0.91
2009,DYRN2,DYER,CENTRAL NEVADA DESERT,JUL,0.28
2009,DYRN2,DYER,CENTRAL NEVADA DESERT,AUG,0.19
2009,DYRN2,DYER,CENTRAL NEVADA DESERT,SEP,0.04
2009,EKAN2,EUREKA,CENTRAL NEVADA DESERT,OCT,0.35
2009,EKAN2,EUREKA,CENTRAL NEVADA DESERT,NOV,0.58
2009,EKAN2,EUREKA,CENTRAL NEVADA DESERT,DEC,0.96
2009,EKAN2,EUREKA,CENTRAL NEVADA DESERT,JAN,1.15
2009,EKAN2,EUREKA,CENTRAL NEVADA DESERT,FEB,1.22
2009,EKAN2,EUREKA,CENTRAL NEVADA DESERT,MAR,0.71
2009,EKAN2,EUREKA,CENTRAL NEVADA DESERT,APR,3.45
2009,EKAN2,EUREKA,CENTRAL NEVADA DESERT,MAY,0.25
2009,EKAN2,EUREKA,CENTRAL NEVADA DESERT,JUN,1.51
2009,EKAN2,EUREKA,CENTRAL NEVADA DESERT,JUL,0.26
2009,EKAN2,EUREKA,CENTRAL NEVADA DESERT,AUG,0.44
2009,EKAN2,EUREKA,CENTRAL NEVADA DESERT,SEP,0.26
2009,ELY,ELY,CENTRAL NEVADA DESERT,OCT,0.16
2009,ELY,ELY,CENTRAL NEVADA DESERT,NOV,1.17
2009,ELY,ELY,CENTRAL NEVADA DESERT,DEC,0.3
2009,ELY,ELY,CENTRAL NEVADA DESERT,JAN,1.49
2009,ELY,ELY,CENTRAL NEVADA DESERT,FEB,0.54
2009,ELY,ELY,CENTRAL NEVADA DESERT,MAR,0.65
2009,ELY,ELY,CENTRAL NEVADA DESERT,APR,1.18
2009,ELY,ELY,CENTRAL NEVADA DESERT,MAY,0.33
2009,ELY,ELY,CENTRAL NEVADA DESERT,JUN,1.78
2009,ELY,ELY,CENTRAL NEVADA DESERT,JUL,0.92
2009,ELY,ELY,CENTRAL NEVADA DESERT,AUG,0.33
2009,ELY,ELY,CENTRAL NEVADA DESERT,SEP,0.33
2009,LAGN2,LAGES,CENTRAL NEVADA DESERT,OCT,0
2009,LAGN2,LAGES,CENTRAL NEVADA DESERT,NOV,0.52
2009,LAGN2,LAGES,CENTRAL NEVADA DESERT,DEC,0.17
2009,LAGN2,LAGES,CENTRAL NEVADA DESERT,JAN,0.19
2009,LAGN2,LAGES,CENTRAL NEVADA DESERT,FEB,0.31
2009,LAGN2,LAGES,CENTRAL NEVADA DESERT,MAR,0.29
2009,LAGN2,LAGES,CENTRAL NEVADA DESERT,APR,1.91
2009,LAGN2,LAGES,CENTRAL NEVADA DESERT,MAY,1.29
2009,LAGN2,LAGES,CENTRAL NEVADA DESERT,JUN,1.8
2009,LAGN2,LAGES,CENTRAL NEVADA DESERT,JUL,1.55
2009,LAGN2,LAGES,CENTRAL NEVADA DESERT,AUG,0.08
2009,LAGN2,LAGES,CENTRAL NEVADA DESERT,SEP,0.41
2009,MCGN2,MCGILL,CENTRAL NEVADA DESERT,OCT,0.27
2009,MCGN2,MCGILL,CENTRAL NEVADA DESERT,NOV,0.81
2009,MCGN2,MCGILL,CENTRAL NEVADA DESERT,DEC,0.4
2009,MCGN2,MCGILL,CENTRAL NEVADA DESERT,JAN,1.7
2009,MCGN2,MCGILL,CENTRAL NEVADA DESERT,FEB,0.63
2009,MCGN2,MCGILL,CENTRAL NEVADA DESERT,MAR,0.93
2009,MCGN2,MCGILL,CENTRAL NEVADA DESERT,APR,1.56
2009,MCGN2,MCGILL,CENTRAL NEVADA DESERT,MAY,0.65
2009,MCGN2,MCGILL,CENTRAL NEVADA DESERT,JUN,1.98
2009,MCGN2,MCGILL,CENTRAL NEVADA DESERT,JUL,1.74
2009,MCGN2,MCGILL,CENTRAL NEVADA DESERT,AUG,0.56
2009,MCGN2,MCGILL,CENTRAL NEVADA DESERT,SEP,0.68
2009,MIDN2,MIDDLEGATE,CENTRAL NEVADA DESERT,OCT,0.87
2009,MIDN2,MIDDLEGATE,CENTRAL NEVADA DESERT,NOV,
2009,MIDN2,MIDDLEGATE,CENTRAL NEVADA DESERT,DEC,0.05
2009,MIDN2,MIDDLEGATE,CENTRAL NEVADA DESERT,JAN,0.71
2009,MIDN2,MIDDLEGATE,CENTRAL NEVADA DESERT,FEB,0.36
2009,MIDN2,MIDDLEGATE,CENTRAL NEVADA DESERT,MAR,0.54
2009,MIDN2,MIDDLEGATE,CENTRAL NEVADA DESERT,APR,0.89
2009,MIDN2,MIDDLEGATE,CENTRAL NEVADA DESERT,MAY,0.44
2009,MIDN2,MIDDLEGATE,CENTRAL NEVADA DESERT,JUN,1.32
2009,MIDN2,MIDDLEGATE,CENTRAL NEVADA DESERT,JUL,0.07
2009,MIDN2,MIDDLEGATE,CENTRAL NEVADA DESERT,AUG,2.4
2009,MIDN2,MIDDLEGATE,CENTRAL NEVADA DESERT,SEP,0
2009,MNAN2,MINA,CENTRAL NEVADA DESERT,OCT,0.11
2009,MNAN2,MINA,CENTRAL NEVADA DESERT,NOV,0.74
2009,MNAN2,MINA,CENTRAL NEVADA DESERT,DEC,1.51
2009,MNAN2,MINA,CENTRAL NEVADA DESERT,JAN,0.7
2009,MNAN2,MINA,CENTRAL NEVADA DESERT,FEB,0.77
2009,MNAN2,MINA,CENTRAL NEVADA DESERT,MAR,0.08
2009,MNAN2,MINA,CENTRAL NEVADA DESERT,APR,0.12
2009,MNAN2,MINA,CENTRAL NEVADA DESERT,MAY,0.69
2009,MNAN2,MINA,CENTRAL NEVADA DESERT,JUN,0.68
2009,MNAN2,MINA,CENTRAL NEVADA DESERT,JUL,0.44
2009,MNAN2,MINA,CENTRAL NEVADA DESERT,AUG,0.54
2009,MNAN2,MINA,CENTRAL NEVADA DESERT,SEP,0.01
2009,OASN2,OASIS,CENTRAL NEVADA DESERT,OCT,0.46
2009,OASN2,OASIS,CENTRAL NEVADA DESERT,NOV,1.97
2009,OASN2,OASIS,CENTRAL NEVADA DESERT,DEC,0.4
2009,OASN2,OASIS,CENTRAL NEVADA DESERT,JAN,0.57
2009,OASN2,OASIS,CENTRAL NEVADA DESERT,FEB,0.71
2009,OASN2,OASIS,CENTRAL NEVADA DESERT,MAR,0.36
2009,OASN2,OASIS,CENTRAL NEVADA DESERT,APR,1.51
2009,OASN2,OASIS,CENTRAL NEVADA DESERT,MAY,0.71
2009,OASN2,OASIS,CENTRAL NEVADA DESERT,JUN,3.04
2009,OASN2,OASIS,CENTRAL NEVADA DESERT,JUL,0.37
2009,OASN2,OASIS,CENTRAL NEVADA DESERT,AUG,0.22
2009,OASN2,OASIS,CENTRAL NEVADA DESERT,SEP,0.51
2009,PAHN2,PAHRUMP,CENTRAL NEVADA DESERT,OCT,0.01
2009,PAHN2,PAHRUMP,CENTRAL NEVADA DESERT,NOV,0.65
2009,PAHN2,PAHRUMP,CENTRAL NEVADA DESERT,DEC,0.4
2009,PAHN2,PAHRUMP,CENTRAL NEVADA DESERT,JAN,0.1
2009,PAHN2,PAHRUMP,CENTRAL NEVADA DESERT,FEB,1.16
2009,PAHN2,PAHRUMP,CENTRAL NEVADA DESERT,MAR,0.01
2009,PAHN2,PAHRUMP,CENTRAL NEVADA DESERT,APR,0.19
2009,PAHN2,PAHRUMP,CENTRAL NEVADA DESERT,MAY,0.15
2009,PAHN2,PAHRUMP,CENTRAL NEVADA DESERT,JUN,0
2009,PAHN2,PAHRUMP,CENTRAL NEVADA DESERT,JUL,0
2009,PAHN2,PAHRUMP,CENTRAL NEVADA DESERT,AUG,0.07
2009,PAHN2,PAHRUMP,CENTRAL NEVADA DESERT,SEP,0
2009,RBLN2,RUBY LAKE,CENTRAL NEVADA DESERT,OCT,0.32
2009,RBLN2,RUBY LAKE,CENTRAL NEVADA DESERT,NOV,1.26
2009,RBLN2,RUBY LAKE,CENTRAL NEVADA DESERT,DEC,1.19
2009,RBLN2,RUBY LAKE,CENTRAL NEVADA DESERT,JAN,1.77
2009,RBLN2,RUBY LAKE,CENTRAL NEVADA DESERT,FEB,1.35
2009,RBLN2,RUBY LAKE,CENTRAL NEVADA DESERT,MAR,1.23
2009,RBLN2,RUBY LAKE,CENTRAL NEVADA DESERT,APR,1.46
2009,RBLN2,RUBY LAKE,CENTRAL NEVADA DESERT,MAY,1.3
2009,RBLN2,RUBY LAKE,CENTRAL NEVADA DESERT,JUN,3.14
2009,RBLN2,RUBY LAKE,CENTRAL NEVADA DESERT,JUL,0.28
2009,RBLN2,RUBY LAKE,CENTRAL NEVADA DESERT,AUG,0.38
2009,RBLN2,RUBY LAKE,CENTRAL NEVADA DESERT,SEP,0.36
2009,RTHN2,RUTH,CENTRAL NEVADA DESERT,OCT,0.44
2009,RTHN2,RUTH,CENTRAL NEVADA DESERT,NOV,1.1
2009,RTHN2,RUTH,CENTRAL NEVADA DESERT,DEC,1.18
2009,RTHN2,RUTH,CENTRAL NEVADA DESERT,JAN,1.38
2009,RTHN2,RUTH,CENTRAL NEVADA DESERT,FEB,1.48
2009,RTHN2,RUTH,CENTRAL NEVADA DESERT,MAR,0.69
2009,RTHN2,RUTH,CENTRAL NEVADA DESERT,APR,3.24
2009,RTHN2,RUTH,CENTRAL NEVADA DESERT,MAY,1.05
2009,RTHN2,RUTH,CENTRAL NEVADA DESERT,JUN,2.75
2009,RTHN2,RUTH,CENTRAL NEVADA DESERT,JUL,1.42
2009,RTHN2,RUTH,CENTRAL NEVADA DESERT,AUG,0.35
2009,RTHN2,RUTH,CENTRAL NEVADA DESERT,SEP,0.44
2009,SKVN2,SMOKEY VALLEY,CENTRAL NEVADA DESERT,OCT,0.04
2009,SKVN2,SMOKEY VALLEY,CENTRAL NEVADA DESERT,NOV,1.19
2009,SKVN2,SMOKEY VALLEY,CENTRAL NEVADA DESERT,DEC,0.17
2009,SKVN2,SMOKEY VALLEY,CENTRAL NEVADA DESERT,JAN,0.57
2009,SKVN2,SMOKEY VALLEY,CENTRAL NEVADA DESERT,FEB,0.77
2009,SKVN2,SMOKEY VALLEY,CENTRAL NEVADA DESERT,MAR,0.14
2009,SKVN2,SMOKEY VALLEY,CENTRAL NEVADA DESERT,APR,0.28
2009,SKVN2,SMOKEY VALLEY,CENTRAL NEVADA DESERT,MAY,0.2
2009,SKVN2,SMOKEY VALLEY,CENTRAL NEVADA DESERT,JUN,2.13
2009,SKVN2,SMOKEY VALLEY,CENTRAL NEVADA DESERT,JUL,0.32
2009,SKVN2,SMOKEY VALLEY,CENTRAL NEVADA DESERT,AUG,0.5
2009,SKVN2,SMOKEY VALLEY,CENTRAL NEVADA DESERT,SEP,0
2009,SLVN2,SILVERPEAK,CENTRAL NEVADA DESERT,OCT,0.04
2009,SLVN2,SILVERPEAK,CENTRAL NEVADA DESERT,NOV,0.77
2009,SLVN2,SILVERPEAK,CENTRAL NEVADA DESERT,DEC,0.18
2009,SLVN2,SILVERPEAK,CENTRAL NEVADA DESERT,JAN,0
2009,SLVN2,SILVERPEAK,CENTRAL NEVADA DESERT,FEB,0.61
2009,SLVN2,SILVERPEAK,CENTRAL NEVADA DESERT,MAR,0
2009,SLVN2,SILVERPEAK,CENTRAL NEVADA DESERT,APR,
2009,SLVN2,SILVERPEAK,CENTRAL NEVADA DESERT,MAY,0.03
2009,SLVN2,SILVERPEAK,CENTRAL NEVADA DESERT,JUN,1
2009,SLVN2,SILVERPEAK,CENTRAL NEVADA DESERT,JUL,0.26
2009,SLVN2,SILVERPEAK,CENTRAL NEVADA DESERT,AUG,0.02
2009,SLVN2,SILVERPEAK,CENTRAL NEVADA DESERT,SEP,0.01
2009,SSHN2,SHOSHONE,CENTRAL NEVADA DESERT,OCT,
2009,SSHN2,SHOSHONE,CENTRAL NEVADA DESERT,NOV,
2009,SSHN2,SHOSHONE,CENTRAL NEVADA DESERT,DEC,
2009,SSHN2,SHOSHONE,CENTRAL NEVADA DESERT,JAN,
2009,SSHN2,SHOSHONE,CENTRAL NEVADA DESERT,FEB,
2009,SSHN2,SHOSHONE,CENTRAL NEVADA DESERT,MAR,
2009,SSHN2,SHOSHONE,CENTRAL NEVADA DESERT,APR,
2009,SSHN2,SHOSHONE,CENTRAL NEVADA DESERT,MAY,
2009,SSHN2,SHOSHONE,CENTRAL NEVADA DESERT,JUN,
2009,SSHN2,SHOSHONE,CENTRAL NEVADA DESERT,JUL,
2009,SSHN2,SHOSHONE,CENTRAL NEVADA DESERT,AUG,
2009,SSHN2,SHOSHONE,CENTRAL NEVADA DESERT,SEP,
2009,TPH,TONOPAH,CENTRAL NEVADA DESERT,OCT,0.16
2009,TPH,TONOPAH,CENTRAL NEVADA DESERT,NOV,0.7
2009,TPH,TONOPAH,CENTRAL NEVADA DESERT,DEC,0.19
2009,TPH,TONOPAH,CENTRAL NEVADA DESERT,JAN,0.31
2009,TPH,TONOPAH,CENTRAL NEVADA DESERT,FEB,0.63
2009,TPH,TONOPAH,CENTRAL NEVADA DESERT,MAR,0.02
2009,TPH,TONOPAH,CENTRAL NEVADA DESERT,APR,0.25
2009,TPH,TONOPAH,CENTRAL NEVADA DESERT,MAY,0.43
2009,TPH,TONOPAH,CENTRAL NEVADA DESERT,JUN,1.03
2009,TPH,TONOPAH,CENTRAL NEVADA DESERT,JUL,0.23
2009,TPH,TONOPAH,CENTRAL NEVADA DESERT,AUG,0.36
2009,TPH,TONOPAH,CENTRAL NEVADA DESERT,SEP,0.01
2009,AWH,WILDHORSE RESERVOIR,SNAKE AND COLUMBIA,OCT,0.45
2009,AWH,WILDHORSE RESERVOIR,SNAKE AND COLUMBIA,NOV,1.1
2009,AWH,WILDHORSE RESERVOIR,SNAKE AND COLUMBIA,DEC,2.38
2009,AWH,WILDHORSE RESERVOIR,SNAKE AND COLUMBIA,JAN,1.19
2009,AWH,WILDHORSE RESERVOIR,SNAKE AND COLUMBIA,FEB,0.92
2009,AWH,WILDHORSE RESERVOIR,SNAKE AND COLUMBIA,MAR,1.28
2009,AWH,WILDHORSE RESERVOIR,SNAKE AND COLUMBIA,APR,1.23
2009,AWH,WILDHORSE RESERVOIR,SNAKE AND COLUMBIA,MAY,0.78
2009,AWH,WILDHORSE RESERVOIR,SNAKE AND COLUMBIA,JUN,3.9
2009,AWH,WILDHORSE RESERVOIR,SNAKE AND COLUMBIA,JUL,0.61
2009,AWH,WILDHORSE RESERVOIR,SNAKE AND COLUMBIA,AUG,0.5
2009,AWH,WILDHORSE RESERVOIR,SNAKE AND COLUMBIA,SEP,0.18
2009,JPTN2,JACKPOT,SNAKE AND COLUMBIA,OCT,0.47
2009,JPTN2,JACKPOT,SNAKE AND COLUMBIA,NOV,0.83
2009,JPTN2,JACKPOT,SNAKE AND COLUMBIA,DEC,0.68
2009,JPTN2,JACKPOT,SNAKE AND COLUMBIA,JAN,0.36
2009,JPTN2,JACKPOT,SNAKE AND COLUMBIA,FEB,0.13
2009,JPTN2,JACKPOT,SNAKE AND COLUMBIA,MAR,0.02
2009,JPTN2,JACKPOT,SNAKE AND COLUMBIA,APR,1.03
2009,JPTN2,JACKPOT,SNAKE AND COLUMBIA,MAY,
2009,JPTN2,JACKPOT,SNAKE AND COLUMBIA,JUN,6.06
2009,JPTN2,JACKPOT,SNAKE AND COLUMBIA,JUL,0.41
2009,JPTN2,JACKPOT,SNAKE AND COLUMBIA,AUG,0.21
2009,JPTN2,JACKPOT,SNAKE AND COLUMBIA,SEP,0.97
2009,OLEO3,ODELL LAKE,SNAKE AND COLUMBIA,OCT,0.75
2009,OLEO3,ODELL LAKE,SNAKE AND COLUMBIA,NOV,3.21
2009,OLEO3,ODELL LAKE,SNAKE AND COLUMBIA,DEC,16.48
2009,OLEO3,ODELL LAKE,SNAKE AND COLUMBIA,JAN,1.91
2009,OLEO3,ODELL LAKE,SNAKE AND COLUMBIA,FEB,4.85
2009,OLEO3,ODELL LAKE,SNAKE AND COLUMBIA,MAR,6.87
2009,OLEO3,ODELL LAKE,SNAKE AND COLUMBIA,APR,1.12
2009,OLEO3,ODELL LAKE,SNAKE AND COLUMBIA,MAY,1.2
2009,OLEO3,ODELL LAKE,SNAKE AND COLUMBIA,JUN,1.92
2009,OLEO3,ODELL LAKE,SNAKE AND COLUMBIA,JUL,0.05
2009,OLEO3,ODELL LAKE,SNAKE AND COLUMBIA,AUG,0
2009,OLEO3,ODELL LAKE,SNAKE AND COLUMBIA,SEP,0.19
2009,TUSN2,TUSCARORA,SNAKE AND COLUMBIA,OCT,0.28
2009,TUSN2,TUSCARORA,SNAKE AND COLUMBIA,NOV,1.16
2009,TUSN2,TUSCARORA,SNAKE AND COLUMBIA,DEC,1.9
2009,TUSN2,TUSCARORA,SNAKE AND COLUMBIA,JAN,1.14
2009,TUSN2,TUSCARORA,SNAKE AND COLUMBIA,FEB,0.5
2009,TUSN2,TUSCARORA,SNAKE AND COLUMBIA,MAR,1.4
2009,TUSN2,TUSCARORA,SNAKE AND COLUMBIA,APR,0.72
2009,TUSN2,TUSCARORA,SNAKE AND COLUMBIA,MAY,0.77
2009,TUSN2,TUSCARORA,SNAKE AND COLUMBIA,JUN,3.24
2009,TUSN2,TUSCARORA,SNAKE AND COLUMBIA,JUL,0.06
2009,TUSN2,TUSCARORA,SNAKE AND COLUMBIA,AUG,0.48
2009,TUSN2,TUSCARORA,SNAKE AND COLUMBIA,SEP,0.39
2009,BLH,BLYTHE,LOWER COLORADO,OCT,0
2009,BLH,BLYTHE,LOWER COLORADO,NOV,0.24
2009,BLH,BLYTHE,LOWER COLORADO,DEC,0.65
2009,BLH,BLYTHE,LOWER COLORADO,JAN,0.03
2009,BLH,BLYTHE,LOWER COLORADO,FEB,0.43
2009,BLH,BLYTHE,LOWER COLORADO,MAR,0
2009,BLH,BLYTHE,LOWER COLORADO,APR,0
2009,BLH,BLYTHE,LOWER COLORADO,MAY,0.03
2009,BLH,BLYTHE,LOWER COLORADO,JUN,0.01
2009,BLH,BLYTHE,LOWER COLORADO,JUL,0.07
2009,BLH,BLYTHE,LOWER COLORADO,AUG,0.02
2009,BLH,BLYTHE,LOWER COLORADO,SEP,0.03
2009,BULA3,BULLHEAD CITY,LOWER COLORADO,OCT,0
2009,BULA3,BULLHEAD CITY,LOWER COLORADO,NOV,1.65
2009,BULA3,BULLHEAD CITY,LOWER COLORADO,DEC,1.02
2009,BULA3,BULLHEAD CITY,LOWER COLORADO,JAN,0.1
2009,BULA3,BULLHEAD CITY,LOWER COLORADO,FEB,1.29
2009,BULA3,BULLHEAD CITY,LOWER COLORADO,MAR,0
2009,BULA3,BULLHEAD CITY,LOWER COLORADO,APR,0.02
2009,BULA3,BULLHEAD CITY,LOWER COLORADO,MAY,0.01
2009,BULA3,BULLHEAD CITY,LOWER COLORADO,JUN,0
2009,BULA3,BULLHEAD CITY,LOWER COLORADO,JUL,0.53
2009,BULA3,BULLHEAD CITY,LOWER COLORADO,AUG,0
2009,BULA3,BULLHEAD CITY,LOWER COLORADO,SEP,0
2009,CALN2,CALIENTE,LOWER COLORADO,OCT,0.57
2009,CALN2,CALIENTE,LOWER COLORADO,NOV,0.54
2009,CALN2,CALIENTE,LOWER COLORADO,DEC,1.02
2009,CALN2,CALIENTE,LOWER COLORADO,JAN,0.28
2009,CALN2,CALIENTE,LOWER COLORADO,FEB,1.85
2009,CALN2,CALIENTE,LOWER COLORADO,MAR,0.01
2009,CALN2,CALIENTE,LOWER COLORADO,APR,0.59
2009,CALN2,CALIENTE,LOWER COLORADO,MAY,0.86
2009,CALN2,CALIENTE,LOWER COLORADO,JUN,0.38
2009,CALN2,CALIENTE,LOWER COLORADO,JUL,0.49
2009,CALN2,CALIENTE,LOWER COLORADO,AUG,0.05
2009,CALN2,CALIENTE,LOWER COLORADO,SEP,0.2
2009,DNWN2,DESERT NTL WILDLIFE REF,LOWER COLORADO,OCT,0
2009,DNWN2,DESERT NTL WILDLIFE REF,LOWER COLORADO,NOV,0.61
2009,DNWN2,DESERT NTL WILDLIFE REF,LOWER COLORADO,DEC,0.69
2009,DNWN2,DESERT NTL WILDLIFE REF,LOWER COLORADO,JAN,0.08
2009,DNWN2,DESERT NTL WILDLIFE REF,LOWER COLORADO,FEB,1.27
2009,DNWN2,DESERT NTL WILDLIFE REF,LOWER COLORADO,MAR,0
2009,DNWN2,DESERT NTL WILDLIFE REF,LOWER COLORADO,APR,0.3
2009,DNWN2,DESERT NTL WILDLIFE REF,LOWER COLORADO,MAY,0
2009,DNWN2,DESERT NTL WILDLIFE REF,LOWER COLORADO,JUN,0
2009,DNWN2,DESERT NTL WILDLIFE REF,LOWER COLORADO,JUL,0.68
2009,DNWN2,DESERT NTL WILDLIFE REF,LOWER COLORADO,AUG,0
2009,DNWN2,DESERT NTL WILDLIFE REF,LOWER COLORADO,SEP,0
2009,EED,NEEDLES,LOWER COLORADO,OCT,0
2009,EED,NEEDLES,LOWER COLORADO,NOV,0.86
2009,EED,NEEDLES,LOWER COLORADO,DEC,1.12
2009,EED,NEEDLES,LOWER COLORADO,JAN,0.06
2009,EED,NEEDLES,LOWER COLORADO,FEB,0.93
2009,EED,NEEDLES,LOWER COLORADO,MAR,0
2009,EED,NEEDLES,LOWER COLORADO,APR,0
2009,EED,NEEDLES,LOWER COLORADO,MAY,0.01
2009,EED,NEEDLES,LOWER COLORADO,JUN,0
2009,EED,NEEDLES,LOWER COLORADO,JUL,0
2009,EED,NEEDLES,LOWER COLORADO,AUG,0.4
2009,EED,NEEDLES,LOWER COLORADO,SEP,0
2009,EGNN2,ELGIN,LOWER COLORADO,OCT,0.39
